year,month,pre_Region1,pre_Region2,pre_Region3,pre_Region4,pre_Region5,pre_Region6,tmp_Region1,tmp_Region2,tmp_Region3,tmp_Region4,tmp_Region5,tmp_Region6,spi3_1,spi3_2,spi3_3,spi3_4,spi3_5,spi3_6,tmp3m_1,tmp3m_2,tmp3m_3,tmp3m_4,tmp3m_5,tmp3m_6
1950,11,198.0566242,158.2661011,78.43403755,207.695905,167.7542569,61.92596213,26.21166938,25.38295403,27.26517354,26.01466636,25.27878519,13.86408236,-0.879572147,-0.61949904,-0.892009286,-0.511954023,0.132317511,-0.93574501,25.90024285,25.09811237,27.1016022,26.07139274,25.37041091,13.37158213
1950,12,283.0780276,120.6013769,150.9822723,315.514471,229.6576437,189.2937153,25.60883264,24.71191357,26.57779024,25.56954798,25.49126736,13.76604447,0.281834512,-0.444629097,-0.262075729,0.904767303,0.156803684,1.419205727,25.86468192,25.01188078,26.97454516,25.91196341,25.4140818,13.61743366
1951,1,272.0883579,132.2950962,217.1767633,302.5145223,256.2287547,152.7666654,25.2643113,24.42446052,25.87642602,25.09710193,24.96292714,13.15825782,0.934275379,0.429729715,-0.258856067,0.574580821,-0.031160412,1.908527211,25.69493777,24.83977604,26.57312993,25.56043876,25.24432657,13.59612822
1951,2,322.7690153,136.6137994,188.1745047,270.5728435,184.4353364,132.474771,25.21662197,24.6068996,25.78535708,25.29427175,25.13077494,13.11335901,2.119704217,1.16875608,-0.789948127,0.251867303,-0.4515848,1.805667787,25.3632553,24.58109123,26.07985778,25.32030722,25.19498981,13.3458871
1951,3,344.0214689,139.9425597,265.9371866,333.1903626,229.4452901,139.204472,25.53051113,25.06715483,25.79228706,25.15274907,24.9444614,13.35888438,1.692356056,1.539779573,-1.007275238,-0.205494113,-0.21779803,0.455855445,25.33714813,24.69950498,25.81802339,25.18137425,25.01272116,13.21016707
1951,4,318.0274007,223.4084737,299.9645988,217.3008009,89.8766558,58.41094755,25.20108308,25.31075777,25.9905222,25.0543735,24.10034486,12.84744136,1.645662931,0.965325863,-1.165228747,-0.497261995,-1.045869528,-0.45110758,25.31607206,24.9949374,25.85605545,25.16713144,24.72519373,13.10656159
1951,5,372.7839995,327.6846948,324.6712391,136.1691456,58.06770681,52.99243639,25.24152476,25.00344922,26.09351421,25.12771101,23.81664725,12.83341584,1.180372177,0.311769182,-0.222989999,0.305881873,-0.193108446,-0.446971035,25.32437299,25.1271206,25.95877449,25.11161119,24.28715117,13.0132472
1951,6,312.3797771,416.0538896,232.6589339,58.02213331,33.46054938,66.22609467,24.77360214,24.35956943,26.03224871,24.5326549,22.46664814,12.12292979,1.083399661,0.366367013,0.165629067,-0.25226451,-0.519151429,0.186298582,25.07207,24.8912588,26.03876171,24.90491314,23.46121342,12.60126233
1951,7,258.4929467,403.3313329,175.1034856,27.06133166,2.746044095,18.82713457,24.74492629,24.05236235,26.02710451,24.6882095,22.6410709,12.21289308,0.834667351,0.707502339,0.265924946,-0.488097185,0.226238732,0.709034827,24.92001773,24.47179367,26.05095581,24.78285847,22.97478876,12.38974624
1951,8,231.3518426,339.5389028,100.01464,44.03786405,36.66037053,36.58298573,25.24977268,24.81249299,26.84255059,25.41404437,24.05670971,12.2823946,0.659131647,0.952423144,-0.067209701,-1.148028354,0.816375274,1.03386884,24.92276704,24.40814159,26.3006346,24.87830293,23.05480958,12.20607249
1951,9,203.2697132,234.039318,87.41540493,99.60661371,34.14181099,30.61649481,25.8785455,25.44704327,27.28992716,26.40708696,26.2321953,13.39034858,0.336535446,0.643986641,0.168680456,-1.033568253,-0.391162282,-1.079399316,25.29108149,24.77063287,26.71986075,25.50311361,24.30999197,12.62854542
1951,10,223.0508922,199.4774546,81.35859063,183.4368145,102.4754424,74.47477959,26.07752202,25.69864935,27.37867272,26.52108949,26.56417836,13.92537562,0.432635412,0.358790367,0.480550288,-0.194598388,-0.300943116,-0.36224737,25.73528007,25.3193952,27.17038349,26.11407361,25.61769446,13.19937293
1951,11,219.6312856,134.8341892,71.69076823,232.8399387,146.5353254,107.5887847,26.05411277,25.71596063,27.40322482,26.00231313,25.95600855,14.30169964,0.105967773,-0.397878307,0.277460583,0.369352525,-1.423096817,0.195230548,26.00339343,25.62055108,27.3572749,26.31016319,26.25079407,13.87247461
1951,12,225.1780313,113.2172172,134.2085369,269.7992054,224.3065728,113.9393528,26.052206,25.32576632,26.84299304,25.90654804,25.52003035,14.13243529,0.050178148,-0.639064991,-0.304701624,0.225445864,-0.890094815,0.729637495,26.06128026,25.58012543,27.20829686,26.14331689,26.01340576,14.11983685
1952,1,244.328276,85.64651715,226.5656205,296.7375888,217.7026631,139.0688074,25.769328,25.11723969,26.41291068,25.75078976,25.92707053,14.09285976,0.14685246,-0.80266739,-0.447773465,-0.055631526,-1.158954176,1.018872208,25.95854892,25.38632221,26.88637618,25.88655031,25.80103648,14.1756649
1952,2,221.7460236,71.05315096,249.8398284,313.8488584,234.239917,135.1769455,25.92059609,25.41084656,26.19236212,25.78313264,25.81710268,13.90208447,0.045568157,-0.430940613,-0.105003614,0.074208358,-0.36053125,0.363612431,25.91404336,25.28461752,26.48275528,25.81349015,25.75473452,14.04245984
1952,3,244.7300591,78.18605642,243.7110994,305.8699825,226.6734573,121.1970315,26.19321868,26.0236721,26.41616765,25.80205575,25.6969172,14.30159969,-0.415517091,-0.924322357,-0.420598568,0.007090108,-0.096861233,0.032403258,25.96104759,25.51725278,26.34048015,25.77865938,25.8136968,14.09884797
1952,4,310.7477613,218.1851892,289.3484405,219.0630713,101.1228979,75.46961705,25.50037152,25.64970678,26.40108415,25.25703632,24.32741645,13.0200632,-0.602082687,-0.812160853,-0.754685343,-0.083317004,0.039035348,-0.422075925,25.87139543,25.69474181,26.33653798,25.6140749,25.28047877,13.74124912
1952,5,302.3354645,312.4610869,343.9738624,108.510655,42.69515775,31.51584339,25.26436773,25.2483356,26.28096959,25.29718078,24.1351162,12.6038748,-0.739183634,-0.634158752,-0.419901356,-1.1287043,-0.331867099,-0.953270451,25.65265264,25.64057149,26.3660738,25.45209095,24.71981661,13.30851256
1952,6,235.1899398,397.7964735,220.5214482,58.49453697,28.22373871,40.84697952,24.42395279,24.44322128,26.05269041,23.88010846,21.38061774,10.77508419,-0.930790851,-0.042190798,0.112696576,-1.084816229,-0.867453028,-0.870390984,25.06289734,25.11375455,26.24491472,24.81144185,23.28105013,12.13300739
1952,7,218.0547505,379.7831465,182.9983023,29.22271726,17.1321745,43.77043932,24.36573353,24.10264412,26.10902109,24.43132711,22.69930415,10.77760737,-1.411368289,0.085730433,0.479011742,-1.543233595,-0.085438997,-0.162988606,24.68468468,24.598067,26.14756037,24.53620545,22.73834603,11.38552212
